,Unnamed: 0,city,city_development_Index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
11076,11076,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,3.0,Pvt Ltd,1,52,0
11077,11077,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,,Other,1,109,1
11078,11078,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,3,8.0,Pvt Ltd,1,109,1
11079,11079,city_145,0.555,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,>4,55,1
11080,11080,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,5,2.0,Funded Startup,1,57,1
11081,11081,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,3.0,Pvt Ltd,1,24,0
11082,11082,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Pvt Ltd,1,36,0
11083,11083,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,30,,Other,>4,89,1
11084,11084,city_114,0.926,Other,No relevent experience,Full time course,UH,,4,,Other,0,4,0
11085,11085,city_180,0.698,Other,No relevent experience,Full time course,Graduate,STEM,1,,Other,1,77,0
11086,11086,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,4,4.0,Pvt Ltd,1,90,0
11087,11087,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,128,0
11088,11088,city_114,0.926,Other,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,1,16,1
11089,11089,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,8.0,Pvt Ltd,1,44,1
11090,11090,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,14,4.0,Funded Startup,1,36,0
11091,11091,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,Other,1,34,0
11092,11092,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,0,,Other,1,36,1
11093,11093,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,Other,2,55,1
11094,11094,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,4.0,Funded Startup,1,24,0
11095,11095,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Other,2,160,0
11096,11096,city_149,0.6890000000000001,Male,No relevent experience,Full time course,UH,,3,,Other,never,45,0
11097,11097,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3.0,Pvt Ltd,1,22,0
11098,11098,city_102,0.804,Other,Has relevent experience,Full time course,Graduate,STEM,30,6.0,Pvt Ltd,1,68,0
11099,11099,city_57,0.866,Male,Has relevent experience,Part time course,Masters,STEM,11,6.0,Pvt Ltd,1,214,0
11100,11100,city_160,0.92,Other,No relevent experience,no_enrollment,UH,,3,,Other,never,4,0
11101,11101,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,2.0,Pvt Ltd,1,258,0
11102,11102,city_143,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,35,0
11103,11103,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,Public Sector,1,22,0
11104,11104,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,30,4.0,Pvt Ltd,2,33,0
11105,11105,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,4.0,Funded Startup,1,17,1
11106,11106,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,7.0,Pvt Ltd,>4,41,0
11107,11107,city_61,0.913,Male,Has relevent experience,no_enrollment,UH,,2,7.0,Public Sector,2,82,0
11108,11108,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,4,5.0,Pvt Ltd,0,46,1
11109,11109,city_136,0.897,Other,Has relevent experience,Full time course,Graduate,STEM,1,5.0,Pvt Ltd,1,100,0
11110,11110,city_107,0.518,Other,No relevent experience,Full time course,Phd,Other,30,8.0,Pvt Ltd,>4,56,0
11111,11111,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Funded Startup,1,34,0
11112,11112,city_45,0.89,Male,No relevent experience,Full time course,Masters,STEM,5,,Other,1,49,0
11113,11113,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,1,11,0
11114,11114,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,19,5.0,Other,never,16,0
11115,11115,city_100,0.887,Other,Has relevent experience,no_enrollment,Masters,STEM,5,1.0,Early Stage Startup,1,107,0
11116,11116,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,9,1.0,Pvt Ltd,3,258,1
11117,11117,city_45,0.89,Other,No relevent experience,no_enrollment,Masters,Humanities,4,8.0,Other,1,12,0
11118,11118,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,Other,1,30,0
11119,11119,city_30,0.698,Other,Has relevent experience,Part time course,Graduate,STEM,7,3.0,Pvt Ltd,2,12,0
11120,11120,city_136,0.897,Other,Has relevent experience,no_enrollment,Masters,STEM,10,8.0,Other,2,17,0
11121,11121,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,Other,never,32,1
11122,11122,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,17,,Other,1,43,0
11123,11123,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,UH,,30,,Other,4,44,0
11124,11124,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,4.0,Pvt Ltd,1,13,0
11125,11125,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,8.0,Pvt Ltd,1,55,0
11126,11126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,1.0,Pvt Ltd,>4,23,0
11127,11127,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,Other,1,70,0
11128,11128,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,8,2.0,Funded Startup,1,61,0
11129,11129,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,8,,Other,>4,116,1
11130,11130,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,Other,never,116,1
11131,11131,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,7,,Other,1,56,1
11132,11132,city_21,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,30,,Other,2,16,1
11133,11133,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,6.0,Pvt Ltd,>4,9,0
11134,11134,city_104,0.924,Male,Has relevent experience,no_enrollment,UH,,30,,Other,>4,32,0
11135,11135,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,2.0,Pvt Ltd,1,103,0
11136,11136,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,1.0,Pvt Ltd,never,20,0
11137,11137,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,17,1.0,Pvt Ltd,1,113,0
11138,11138,city_103,0.92,Male,Has relevent experience,no_enrollment,UH,,6,8.0,Pvt Ltd,1,4,0
11139,11139,city_101,0.5579999999999999,Other,No relevent experience,no_enrollment,Graduate,STEM,4,,Other,1,70,0
11140,11140,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5.0,Other,1,44,0
11141,11141,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,Other,2,45,1
11142,11142,city_46,0.762,Male,No relevent experience,Full time course,UH,,2,,Other,never,40,0
11143,11143,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,4.0,Pvt Ltd,1,32,1
11144,11144,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,35,1
11145,11145,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,8.0,Pvt Ltd,3,224,0
11146,11146,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,>4,67,0
11147,11147,city_100,0.887,Male,Has relevent experience,no_enrollment,UH,,5,3.0,Pvt Ltd,1,88,0
11148,11148,city_73,0.754,Male,Has relevent experience,Part time course,UH,,7,1.0,Pvt Ltd,2,176,0
11149,11149,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,12,3.0,Pvt Ltd,>4,77,1
11150,11150,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,Other,1,8,0
11151,11151,city_64,0.6659999999999999,Female,Has relevent experience,Part time course,Graduate,STEM,5,1.0,Early Stage Startup,never,15,0
11152,11152,city_114,0.926,Other,No relevent experience,no_enrollment,Phd,STEM,30,8.0,Pvt Ltd,>4,18,1
11153,11153,city_21,0.624,Male,No relevent experience,Full time course,UH,,3,,Other,never,25,1
11154,11154,city_73,0.754,Other,Has relevent experience,Full time course,Masters,STEM,6,8.0,Public Sector,never,14,0
11155,11155,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,4.0,NGO,1,42,0
11156,11156,city_111,0.698,Other,Has relevent experience,Full time course,Graduate,STEM,7,5.0,NGO,1,8,0
11157,11157,city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,30,,Other,1,28,0
11158,11158,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,3.0,Pvt Ltd,2,62,0
11159,11159,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,4.0,Pvt Ltd,1,48,0
11160,11160,city_104,0.924,Other,Has relevent experience,Full time course,Graduate,STEM,11,3.0,Pvt Ltd,4,10,0
11161,11161,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,4.0,Funded Startup,2,10,1
11162,11162,city_57,0.866,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,3.0,Pvt Ltd,>4,66,0
11163,11163,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,7,8.0,Pvt Ltd,1,41,0
11164,11164,city_162,0.767,Other,Has relevent experience,Full time course,UH,,2,,Other,1,23,1
11165,11165,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,30,6.0,Pvt Ltd,>4,110,0
11166,11166,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,8.0,Pvt Ltd,>4,29,0
11167,11167,city_114,0.926,Other,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,110,0
11168,11168,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Other,>4,76,1
11169,11169,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,30,,Public Sector,>4,96,0
11170,11170,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3.0,Pvt Ltd,4,106,0
11171,11171,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,4.0,Pvt Ltd,1,60,1
11172,11172,city_42,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5,7.0,Pvt Ltd,1,119,1
11173,11173,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,2.0,Pvt Ltd,1,53,0
11174,11174,city_166,0.649,Other,Has relevent experience,Full time course,UH,,5,1.0,Other,0,188,0
11175,11175,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Other,3,3.0,Pvt Ltd,3,11,0
11176,11176,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,8.0,Pvt Ltd,>4,135,1
11177,11177,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,Humanities,30,4.0,Pvt Ltd,>4,61,0
11178,11178,city_128,0.527,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,4.0,Pvt Ltd,1,63,0
11179,11179,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Public Sector,2,42,0
11180,11180,city_21,0.624,Male,No relevent experience,no_enrollment,UH,,2,,Other,never,13,0
11181,11181,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,Other,1,9,0
11182,11182,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,2.0,Pvt Ltd,1,106,1
11183,11183,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2,,Other,2,28,0
11184,11184,city_97,0.925,Other,No relevent experience,no_enrollment,UH,,9,,Pvt Ltd,never,48,0
11185,11185,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,3,123,0
11186,11186,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,>4,72,0
11187,11187,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,7,,Other,2,56,0
11188,11188,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,13,,Other,never,17,0
11189,11189,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,Other,9,8.0,Pvt Ltd,4,34,0
11190,11190,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,3.0,Pvt Ltd,1,76,1
11191,11191,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,,Other,2,72,1
11192,11192,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,5.0,Pvt Ltd,2,56,0
11193,11193,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,18,3.0,Other,2,25,0
11194,11194,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,78,0
11195,11195,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,30,,Other,1,33,1
11196,11196,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,UH,,5,,Other,never,38,0
11197,11197,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,52,0
11198,11198,city_76,0.698,Other,Has relevent experience,no_enrollment,Masters,STEM,30,2.0,Pvt Ltd,0,10,0
11199,11199,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,30,2.0,Other,1,70,0
11200,11200,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,11,,Other,1,43,1
11201,11201,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,6.0,Pvt Ltd,2,105,0
11202,11202,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,8.0,Pvt Ltd,2,36,0
11203,11203,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,6.0,Pvt Ltd,1,43,0
11204,11204,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,8.0,Pvt Ltd,>4,25,0
11205,11205,city_116,0.743,Other,No relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,1,30,0
11206,11206,city_103,0.92,Male,No relevent experience,Full time course,UH,,9,,Other,1,82,0
11207,11207,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,4,6.0,Pvt Ltd,2,60,1
11208,11208,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,10,8.0,Pvt Ltd,1,218,1
11209,11209,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,15,1
11210,11210,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,6.0,Pvt Ltd,1,25,1
11211,11211,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0,,Other,never,23,0
11212,11212,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,9,3.0,Early Stage Startup,never,218,1
11213,11213,city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,134,0
11214,11214,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,never,65,0
11215,11215,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,3.0,Pvt Ltd,1,70,0
11216,11216,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,12,,Other,1,135,0
11217,11217,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,96,0
11218,11218,city_102,0.804,Other,No relevent experience,no_enrollment,Graduate,Humanities,4,,Other,1,43,0
11219,11219,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,2.0,Pvt Ltd,1,144,0
11220,11220,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,,Other,2,121,1
11221,11221,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,6,3.0,Pvt Ltd,1,32,1
11222,11222,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4.0,Pvt Ltd,3,89,0
11223,11223,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,5.0,Other,1,16,0
11224,11224,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,2,3.0,Pvt Ltd,1,302,1
11225,11225,city_21,0.624,Other,No relevent experience,Part time course,UH,,4,2.0,Pvt Ltd,0,40,1
11226,11226,city_160,0.92,Female,Has relevent experience,no_enrollment,UH,,10,3.0,Funded Startup,1,35,1
11227,11227,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,6.0,Pvt Ltd,4,50,0
11228,11228,city_101,0.5579999999999999,Other,Has relevent experience,Part time course,Masters,STEM,5,1.0,Pvt Ltd,1,87,0
11229,11229,city_23,0.899,Other,No relevent experience,no_enrollment,Graduate,STEM,0,,Other,never,96,1
11230,11230,city_21,0.624,Other,No relevent experience,no_enrollment,Masters,STEM,3,,Pvt Ltd,never,2,0
11231,11231,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,10,4.0,Pvt Ltd,2,38,0
11232,11232,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Pvt Ltd,>4,7,1
11233,11233,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,8,4.0,Pvt Ltd,3,50,1
11234,11234,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,8.0,Pvt Ltd,never,43,0
11235,11235,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,2,,Other,0,9,0
11236,11236,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,3.0,Pvt Ltd,1,144,1
11237,11237,city_102,0.804,Other,Has relevent experience,no_enrollment,Graduate,Humanities,6,3.0,Other,1,36,0
11238,11238,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,5.0,Pvt Ltd,never,48,1
11239,11239,city_23,0.899,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,,Pvt Ltd,1,37,0
11240,11240,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,6.0,Pvt Ltd,1,102,0
11241,11241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,4.0,Pvt Ltd,2,124,0
11242,11242,city_149,0.6890000000000001,Female,Has relevent experience,Full time course,Graduate,STEM,14,,Other,>4,51,1
11243,11243,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,Other,1,312,0
11244,11244,city_28,0.939,Male,No relevent experience,Full time course,UH,,7,,Other,1,182,0
11245,11245,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,132,0
11246,11246,city_75,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,30,,Other,>4,82,0
11247,11247,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,2.0,Funded Startup,1,135,0
11248,11248,city_97,0.925,Other,Has relevent experience,Part time course,Graduate,STEM,13,3.0,Early Stage Startup,2,13,0
11249,11249,city_136,0.897,Other,No relevent experience,no_enrollment,UH,,0,,Other,1,50,0
11250,11250,city_103,0.92,Male,Has relevent experience,Full time course,Phd,Other,13,7.0,Pvt Ltd,>4,28,0
11251,11251,city_93,0.865,Male,No relevent experience,no_enrollment,UH,,5,3.0,Other,never,40,0
11252,11252,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,3.0,Pvt Ltd,>4,170,0
11253,11253,city_114,0.926,Male,Has relevent experience,Full time course,Masters,Other,10,3.0,Public Sector,4,28,0
11254,11254,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Pvt Ltd,1,9,0
11255,11255,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,14,6.0,Pvt Ltd,4,11,1
11256,11256,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3.0,Pvt Ltd,1,17,0
11257,11257,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1.0,Other,1,118,0
11258,11258,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,8.0,Public Sector,>4,29,0
11259,11259,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,9,,Pvt Ltd,never,182,0
11260,11260,city_23,0.899,Female,Has relevent experience,no_enrollment,Masters,STEM,15,4.0,Other,4,76,0
11261,11261,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,30,,Other,>4,33,1
11262,11262,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Pvt Ltd,1,72,0
11263,11263,city_21,0.624,Other,No relevent experience,Full time course,UH,,2,,Other,0,107,0
11264,11264,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1.0,Early Stage Startup,never,8,0
11265,11265,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,15,,Other,1,66,1
11266,11266,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,46,1
11267,11267,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,1,2.0,Pvt Ltd,1,107,0
11268,11268,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,4.0,Pvt Ltd,never,94,0
11269,11269,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,6.0,Public Sector,never,50,0
11270,11270,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,1,,Other,1,39,1
11271,11271,city_114,0.926,Male,Has relevent experience,no_enrollment,UH,,30,3.0,Pvt Ltd,2,37,0
11272,11272,city_114,0.926,Male,No relevent experience,Full time course,UH,,6,8.0,Pvt Ltd,4,144,0
11273,11273,city_118,0.722,Other,Has relevent experience,Part time course,Masters,STEM,10,6.0,Pvt Ltd,3,19,1
11274,11274,city_114,0.926,Other,Has relevent experience,no_enrollment,UH,,16,,Other,2,28,0
11275,11275,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,Other,1,47,1
11276,11276,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Public Sector,>4,7,0
11277,11277,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5.0,Pvt Ltd,2,42,0
11278,11278,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,6.0,Public Sector,2,37,0
11279,11279,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,Public Sector,1,48,0
11280,11280,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,2,4.0,Pvt Ltd,1,46,0
11281,11281,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,1.0,Early Stage Startup,1,78,0
11282,11282,city_99,0.915,Female,Has relevent experience,no_enrollment,Phd,STEM,30,6.0,Public Sector,never,110,0
11283,11283,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,0,2.0,Public Sector,1,102,1
11284,11284,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1.0,Early Stage Startup,1,8,0
11285,11285,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,30,,Other,>4,128,1
11286,11286,city_102,0.804,Other,Has relevent experience,Full time course,Graduate,STEM,14,3.0,Public Sector,2,46,0
11287,11287,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,4.0,Public Sector,>4,24,0
11288,11288,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,7,3.0,Other,3,13,0
11289,11289,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,8.0,NGO,3,84,0
11290,11290,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,6.0,Pvt Ltd,1,36,1
11291,11291,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,6.0,Pvt Ltd,1,6,0
11292,11292,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1.0,Pvt Ltd,2,34,0
11293,11293,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1.0,Pvt Ltd,never,100,0
11294,11294,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,1,52,0
11295,11295,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,>4,74,0
11296,11296,city_64,0.6659999999999999,Male,No relevent experience,Full time course,UH,,2,,Other,1,110,0
11297,11297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,131,0
11298,11298,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,6,1
11299,11299,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,3,6.0,Pvt Ltd,1,51,0
11300,11300,city_158,0.7659999999999999,Female,No relevent experience,Full time course,Graduate,STEM,8,,Other,never,56,0
11301,11301,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,12,6.0,Pvt Ltd,2,18,0
11302,11302,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,7.0,Pvt Ltd,2,136,0
11303,11303,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,14,1
11304,11304,city_42,0.563,Other,Has relevent experience,Full time course,Phd,STEM,0,,Other,0,43,1
11305,11305,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Public Sector,1,108,0
11306,11306,city_73,0.754,Other,Has relevent experience,Full time course,UH,,15,3.0,Pvt Ltd,>4,41,0
11307,11307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4.0,Pvt Ltd,1,70,0
11308,11308,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,8.0,Pvt Ltd,2,168,0
11309,11309,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,3.0,Funded Startup,1,224,0
11310,11310,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,3,228,0
11311,11311,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5.0,Pvt Ltd,1,131,0
11312,11312,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,2,7.0,Pvt Ltd,1,46,0
11313,11313,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Other,1,44,0
11314,11314,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,4.0,Early Stage Startup,1,7,0
11315,11315,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,0,2.0,Pvt Ltd,1,68,1
11316,11316,city_83,0.923,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,1.0,Pvt Ltd,>4,83,0
11317,11317,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1.0,Early Stage Startup,1,149,0
