alcohol,sugar,pH,class
10,3.4,3.14,1
12.5,2,3.25,1
9.6,4.8,3.36,1
9.4,4.5,3.24,1
9.5,11,3.03,1
12.4,1.1,2.99,1
10.5,1.5,3.11,1
9.2,1.7,2.97,1
10.4,1.7,3.32,1
9.2,8.9,3.22,1
10.6,1.3,3.33,1
9.5,13.3,3.34,1
9.2,8.9,3.22,1
9.6,6.6,3.29,1
9.7,1.5,3.47,1
9.7,1.5,3.46,1
10.7,1.3,3.1,1
10.5,1.6,3.34,1
8.9,7.6,3.13,1
12.1,1,3.09,1
12.7,1.6,3.25,1
9.9,8.9,3.18,1
11.4,1.8,3.2,1
10.7,4.7,3.37,1
12.5,7,3.33,1
8.6,10.8,3.08,1
12.5,1.6,3.29,1
10,1,3.27,1
8.6,10.8,3.08,1
9.5,16.7,3.08,1
9.6,14.2,3.12,1
9.9,2.25,3.2,1
9.9,2.25,3.19,1
8.9,12.2,3.06,1
8.9,12.2,3.06,1
8.8,3.3,3.01,1
10,1.9,3.64,1
12,3.5,3.44,1
10,1.9,3.64,1
10,1.3,3.21,1
12.1,1.8,3.11,1
11,5.2,3.16,1
11.2,1.4,3.21,1
10.3,9,3.17,1
10.4,2.2,3.37,1
9.1,1.6,3.08,1
10.4,1.7,3,1
10.8,1.9,3.43,1
11.7,12.6,3.19,1
9.8,2.1,3.05,1
9.8,2.1,3.05,1
11.4,1.3,3.03,1
11.2,1.7,3.03,1
11.4,1,3.37,1
9.2,3.3,3.09,1
12.5,5,3.04,1
12.6,1.8,3.36,1
12.2,1.6,3.44,1
11.2,4.5,3.56,1
9.7,4.9,3.43,1
9.3,4,3.06,1
9,13.2,3.01,1
9,13.2,3.01,1
9,13.2,3.01,1
9.1,15.3,3.09,1
9.1,15.3,3.09,1
9,13.2,3.01,1
10.4,1.5,3.31,1
9.5,4.55,3.37,1
11.4,9.9,3.46,1
8.7,10.4,3.16,1
9.9,1.1,3.34,1
9.9,8.7,3.22,1
9,13.9,3.21,1
10,1.4,3.49,1
9.7,7.2,3.49,1
11.8,1.9,3.3,1
10.2,1.7,3.49,1
8.7,10.4,3.16,1
9.6,13.6,3.07,1
11.3,1.2,2.93,1
12.1,1.6,3,1
9.6,13.6,3.07,1
12.1,1.6,3,1
11.3,1.2,2.93,1
9.4,12.2,2.98,1
10.4,1.6,3.32,1
9.5,12.1,3.25,1
12.3,4.2,3.01,1
9.9,9.1,3.12,1
10.1,1.6,3.24,1
9.2,8.8,3.09,1
10.4,1.4,3.08,1
9.1,4.2,3.2,1
10,10.3,3.12,1
11.5,12.4,3.13,1
9.8,2.2,3.08,1
9.8,2.2,3.08,1
9.4,5.2,3.19,1
8.7,10.8,3.05,1
11.6,2.7,3.32,1
8.8,16.3,3.04,1
12.7,2.7,3.16,1
11.7,1.9,3.17,1
10.2,1.8,3.13,1
10.2,1.8,3.13,1
12.7,2.8,3.15,1
11.6,2.7,3.32,1
12.3,6,3.38,1
8.7,10.8,3.05,1
9.4,4.2,3.35,1
10.1,6.4,3.13,1
9.7,10.7,2.86,1
10.1,1.6,3.42,1
9.7,10.7,2.86,1
8.9,7.9,3.13,1
10.8,1.7,3.47,1
10.8,2.1,3.42,1
9.5,5.8,3.19,1
9.1,14.5,2.94,1
10.9,1.2,3.32,1
9.4,10.1,3.2,1
10.8,1.1,2.97,1
10.8,1,2.97,1
10.5,0.9,3.45,1
9.4,10.1,3.2,1
10.8,4.9,3.17,1
10.5,11.4,3.35,1
11.5,1.4,3.08,1
9.4,1.4,3.11,1
10.8,1.4,2.88,1
10.8,1.1,2.97,1
10.8,1,2.97,1
9.8,1.5,2.99,1
9.8,1.5,2.99,1
9.6,7.5,3.43,1
9.6,7.5,3.43,1
9.5,17.75,3.34,1
10.7,5.7,3.48,1
12.4,3.2,3.25,1
11.1,4.3,3.09,1
8.8,11,2.99,1
8.7,10.9,3,1
8.7,10.9,3,1
8.8,11,2.99,1
11.7,2.4,3.21,1
10.9,1.9,3.23,1
10.8,1.8,3.23,1
9.6,1.4,3.12,1
9,16.8,3.18,1
9,8.9,2.85,1
10.4,6.6,3.36,1
11.4,1.1,3.23,1
9.3,1.4,3.26,1
11,13.3,3.33,1
9.1,10.4,3.32,1
9.4,6.2,3.23,1
9.4,6.2,3.23,1
10.5,1.2,3.18,1
8.8,18.05,3.22,1
8.8,18.05,3.22,1
10.7,4.8,3.26,1
9.5,12.6,3.33,1
10.9,4.5,3.43,1
10.8,4.5,3.49,1
10.8,4.7,3.41,1
9.2,11.9,3.1,1
10.3,5,3.3,1
10.3,5.8,3.3,1
11,1.2,3.34,1
9,12.9,3.25,1
10.4,13.9,3.36,1
9.5,11.5,3.31,1
9.5,11.4,3.31,1
9,7.8,3.24,1
9.5,1.1,3.09,1
9,12.2,3.16,1
10,5.9,3.16,1
9.1,14.4,3.07,1
9.1,14.4,3.07,1
9.1,14.4,3.07,1
9.1,14.4,3.07,1
9.5,12.3,3.34,1
11.4,2.5,3.33,1
12.2,5.3,3.11,1
11.3,4.9,3.04,1
10.2,3.2,3.25,1
11.3,3.1,3.24,1
10,1.4,3.15,1
9.4,1.9,3.15,1
12.2,14,3.37,1
9.2,8.3,3.4,1
9.4,1.9,3.15,1
9.6,7.4,3.35,1
9.5,1.4,3.28,1
12.5,1.7,3.35,1
9.6,7.4,3.35,1
10,1.3,3.35,1
9.3,11.6,3.18,1
9.3,9.2,3.14,1
11.6,1.7,3.29,1
12.5,14.5,3.38,1
10.6,2.1,3.36,1
9.4,10.7,3.08,1
9.1,6.9,3.19,1
9,12,3.23,1
11.8,4.75,3.42,1
11.8,4.75,3.42,1
11.8,4.75,3.42,1
10,1.4,3.17,1
9.7,1.3,3.06,1
9.5,11.3,3.24,1
9.4,4.5,3.12,1
11.2,1.7,3.03,1
9,13.2,3.25,1
10.7,5.5,3.3,1
9,13,3.08,1
9.1,10.7,3.14,1
10.8,2,3.26,1
10.1,1.9,3.31,1
9.9,6.4,3.17,1
9.8,6.3,3.17,1
9.8,6.3,3.17,1
9.5,17.5,3.16,1
9.5,14.7,3.23,1
11.1,1,3.23,1
9.5,14.8,3.06,1
9.5,14.8,3.06,1
9.4,14.2,3.06,1
9.7,13.1,3.06,1
13.9,2.4,3.41,1
10.1,1.2,3.22,1
10.5,1.1,3.12,1
12.6,3.6,3.42,1
10.9,6.1,2.89,1
10,6.3,3.15,1
11.2,4.4,3.13,1
10,13.9,3.11,1
9.2,1,3.14,1
9.5,12.1,3.35,1
12.3,1.6,3.1,1
12.3,1.6,3.1,1
10,7.5,3.32,1
10.8,2.7,3.41,1
10.5,1.7,3.49,1
9.2,9.2,3.06,1
9.1,18.75,2.96,1
10.5,1.7,3.49,1
10.2,1.8,3.45,1
8.9,9,3.02,1
10.4,1.5,3.5,1
11.7,1.6,3.37,1
12.4,1.3,3.26,1
10.9,1.8,3.14,1
10.2,1.2,3.15,1
11.7,2.8,3.37,1
9.4,8,2.99,1
10.5,5.3,3.35,1
9.4,0.8,3.12,1
10.4,13.8,3.35,1
9.5,10,3.25,1
11.1,6,3.01,1
9.1,14.4,3.02,1
9.2,9.8,3.28,1
9.6,5.5,3.14,1
9.1,14.4,3.02,1
9.2,9.8,3.28,1
10.8,3.8,3.17,1
9.6,5.5,3.14,1
12.6,4.6,3.31,1
11,1.5,3.44,1
10.2,2,3.28,1
9.4,12.5,3.33,1
10,7.5,3.17,1
12.2,2.1,3.26,1
10.5,8.5,3.22,1
11.5,7.6,3.04,1
9.8,8.1,3.3,1
11.4,7.35,3.04,1
11.5,7.6,3.04,1
10.2,10,3.15,1
9.4,14,3.16,1
10.5,8.5,3.22,1
9.1,2.2,3.09,1
12.2,1.8,3.25,1
9.5,11.1,3.42,1
9.3,15.2,3.4,1
9.8,1.2,3.3,1
9.8,1.2,3.3,1
9.8,8.1,3.3,1
9.8,8.1,3.3,1
8.7,19.3,3,1
10.2,18.6,3.37,1
9.5,5,3.22,1
11,1.6,2.94,1
9.2,13.4,3.08,1
10.9,1.6,3.21,1
9.3,8.8,3.42,1
9.3,8.8,3.42,1
9.8,5.2,3.41,1
9.3,1.1,3.12,1
9.3,1.1,3.12,1
9.4,16.7,3.4,1
10.4,10.6,3.2,1
12.1,2.2,3.24,1
11,1.5,3.02,1
9,13.7,3.12,1
9.5,15,3.37,1
8.8,14.1,3.28,1
11.2,1.4,3.37,1
9.3,9.5,3.08,1
9.5,15,3.37,1
8.8,14.1,3.28,1
9,13.7,3.12,1
9.3,10.6,3.27,1
9.2,11,3.27,1
9.2,11,3.27,1
10,7,3.46,1
9.3,10.6,3.27,1
9.2,11,3.27,1
10.9,2,3.39,1
10,4.9,3.1,1
10.9,2,3.39,1
9.3,1.4,3.03,1
9,7.3,3.09,1
9.2,8.8,3.02,1
9.6,12.5,3.28,1
9.4,4.8,3.42,1
11.1,1.4,3.34,1
8.9,11.2,3.06,1
9.3,6.8,3.19,1
9.3,11.6,3.07,1
9.8,11.4,3.41,1
9.8,6.6,3.22,1
8.9,11.2,3.06,1
9.6,13.2,3.17,1
9.6,13.1,3.16,1
9,12,3.15,1
9.5,13.4,3.17,1
9.3,6.8,3.19,1
9.2,1.5,3.21,1
9.1,1.1,3.42,1
9.5,16.5,3.38,1
10.5,15.6,3.03,1
9,2.8,3.01,1
11.7,5.1,3.16,1
9.1,8.9,3.2,1
9,2.8,3.01,1
9.1,8.9,3.2,1
12.4,1.6,3.41,1
9.2,10.2,2.96,1
9.4,5.4,3.3,1
9.6,6.2,3.34,1
11.7,5.1,3.16,1
9.8,7.2,3.26,1
10.2,8.1,3.33,1
12.5,2,3.28,1
10.9,10.7,3.16,1
11,1.2,3.16,1
10.5,1.7,3.72,1
11.5,5.5,3.05,1
12.8,2.7,3.36,1
12.2,1.3,3.18,1
10.5,1.7,3.72,1
12.8,4.3,3.14,1
11.9,2.1,3.25,1
11.9,2.1,3.25,1
11.9,2.1,3.25,1
12,6,3.16,1
12,6.3,3.16,1
8.8,13.4,3.12,1
8.8,13.4,3.12,1
10.8,1.7,3.21,1
11,1.6,3.3,1
11,1.6,3.3,1
9.3,15.4,3.02,1
10.8,1.2,3.08,1
8.8,13.4,3.12,1
11.5,1.8,3.31,1
10.8,1.7,3.21,1
9.4,13.6,3.1,1
9.5,1.3,3.27,1
8.6,11.1,3.06,1
9.5,1.3,3.27,1
10.3,2.1,3.49,1
9.4,13.6,3.1,1
9.4,13.7,3.1,1
10,10.2,3.17,1
9.4,4.8,3.18,1
10.4,1.7,3.22,1
9.1,14.2,3.29,1
9.9,6.5,3.36,1
12.1,1.7,3.24,1
9.9,6.5,3.35,1
12.5,2.2,3.12,1
9.5,1.3,3.27,1
8.5,12.6,3.24,1
9,14.4,3.28,1
10.1,1.2,3.19,1
9.4,9.7,3.04,1
8.6,11.1,3.06,1
10.7,4,3.06,1
9.6,1.4,2.89,1
10.1,1.3,3.35,1
10,2.2,3.2,1
12.7,4.2,3.28,1
10.2,1.6,3.19,1
8.9,1.4,3.23,1
11.9,2.2,3.41,1
10,2.2,3.2,1
9.9,1.9,3.19,1
11.5,6,3.13,1
11.5,6,3.13,1
9.8,12.2,3.35,1
12.2,2.6,3.4,1
11.4,1.6,3.19,1
11,2,3.37,1
11.4,1.6,3.19,1
11,2,3.37,1
9.9,6.4,3.3,1
11,1.2,3.42,1
9.4,1,3.58,1
12.2,1.4,3.12,1
11,1.2,3.42,1
10.3,1.1,3.23,1
10.5,8.7,3.22,1
10.5,1.6,3.08,1
10.9,1.4,3.05,1
10.5,8.5,3.22,1
11,7.9,3.32,1
9.7,13.2,3.25,1
8.9,12.8,3.08,1
9.6,7.7,3.2,1
8.8,2.4,3.02,1
11.1,1.6,3.06,1
10.3,1.3,3.08,1
12.2,2.1,3.28,1
9.8,9.6,3.32,1
8.8,13,3.08,1
9.9,5.8,3.15,1
9.9,5.6,3.15,1
9.9,5.8,3.15,1
9.2,0.8,3.36,1
9.5,1.2,3.24,1
9.2,0.8,3.36,1
10.3,4.7,3.36,1
11,1.6,2.93,1
11.9,1.4,3.06,1
10.2,1.1,2.94,1
9.4,4.6,3.55,1
8.9,10.6,3.13,1
8.9,10.6,3.13,1
10,12.9,3.17,1
10.7,2,3.45,1
9.8,2.9,3.28,1
9.3,2.8,3.36,1
9.5,2.9,3.02,1
10,12,3.58,1
9,15,3.15,1
11.9,5.9,3.14,1
8.9,12.6,3.08,1
10,12.5,3.18,1
9.6,7.4,3.26,1
8.9,13,3.08,1
8.9,6.7,3.12,1
11.4,1.4,3.08,1
9,15,3.15,1
10,7.3,3.36,1
9.6,15.3,3.06,1
9.7,7.5,3.14,1
9.5,11.75,3.25,1
10,1.6,3.54,1
12.2,3.5,3.14,1
8.7,8,3.28,1
10.2,5,3.52,1
9.6,18.2,2.96,1
10,1.6,2.96,1
9.5,3.2,3.36,1
11.5,6.4,3.18,1
9.5,1.9,3.08,1
9.8,9.7,3.08,1
10.1,1.4,3.23,1
10,1.3,2.99,1
9.8,9.7,3.08,1
9.5,1.9,3.08,1
9.5,1.8,3.07,1
10.2,0.9,3.39,1
10.2,1.1,3.39,1
9,15.4,3.03,1
9,15.4,3.03,1
12.3,5,3.13,1
9,15.4,3.03,1
11.6,4,3.37,1
9.5,12.5,3.28,1
11.5,3.2,3.15,1
9.6,1.8,3.13,1
9,17.5,3.24,1
12,1.9,3.34,1
11.4,1.6,3.33,1
12.3,1.5,3.38,1
12.6,1.7,3.32,1
9,17.5,3.24,1
12,1.9,3.34,1
11.7,1.8,3.32,1
9.2,4.3,3.12,1
10.3,4.9,3.51,1
8.6,7.6,3.25,1
10.7,6.7,3.39,1
9.8,1.6,3.12,1
9.8,1.5,3.12,1
10.7,6.7,3.39,1
12.5,1.7,3.5,1
11.9,4.2,3.41,1
10.8,1.6,3.44,1
10.5,1.9,3.42,1
10.3,5.3,3.12,1
10.3,5.2,3.12,1
10.8,1.6,3.44,1
12,8.9,3.06,1
10.2,3.4,2.95,1
10.2,1.3,3.14,1
9.9,15.2,3.19,1
10.1,1.3,3.38,1
9.5,1.8,3.25,1
10.5,1.6,3.05,1
10.4,1.3,3.29,1
9.5,9.8,3.31,1
9.2,17.45,3.05,1
10.1,2.1,3.05,1
9.8,1.8,3.15,1
9.4,6.8,3.09,1
9.4,7.1,3.09,1
10.4,1.3,3.31,1
11.3,3.3,3.34,1
10.8,3.3,3.42,1
11.3,3.3,3.34,1
9.3,2.7,3.32,1
10.3,1.2,3.37,1
10.5,1.3,3.08,1
10.3,1.4,3.11,1
11.2,1.7,3.24,1
10.3,1.7,3.15,1
9.5,11.6,3.19,1
8.9,12.6,3.66,1
10.2,2.8,3.03,1
9.2,11.2,2.98,1
10.3,1.4,3.11,1
10.5,1.4,2.95,1
9.5,1.5,3.21,1
11.4,1.5,3.11,1
11.4,1.5,3.11,1
11.1,7.05,3.25,1
10.5,10.6,3.13,1
12,2.8,3.51,1
9.7,1.6,3.38,1
10.2,1.6,3.32,1
9.5,8.2,3.09,1
10.4,1.5,3.41,1
9.3,11,3.19,1
10.5,2.1,3.48,1
10,7.6,3.35,1
10.2,6.8,3.49,1
10.2,6.8,3.49,1
9.1,10.6,2.87,1
10.2,1.8,3.16,1
10.7,1.5,3.54,1
9.7,6,3.21,1
9.3,5.3,3.37,1
11,1.4,3.05,1
10.8,2.1,3.22,1
10.7,1,3.01,1
10.7,5.2,3.24,1
8.8,19.45,2.95,1
10.9,1.6,3.16,1
10.5,2,3.14,1
10,1.3,3.29,1
10.4,1.7,3.07,1
9.2,1.1,3.03,1
12.6,4.7,3.31,1
9,7.5,3.1,1
9.2,1.1,3.03,1
11.3,1.3,2.99,1
10.3,2.2,3.12,1
10.4,1.7,3.07,1
10,2.2,2.96,1
10.7,1.2,3.51,1
9,10,3.41,1
10.7,1.2,3.51,1
8.7,1.1,3.3,1
11.6,2,3.09,1
9.4,7.5,3.34,1
9.5,4,3.31,1
9.5,4.1,3.3,1
10.9,1.9,3.37,1
9.7,14.8,3.22,1
9.1,5.5,3.08,1
11.1,2.6,3.1,1
12.6,6.35,2.96,1
11,1.5,3.35,1
11.3,1.6,3,1
9.7,14.8,3.22,1
10.9,9.1,2.96,1
10.9,8,2.97,1
9.3,12,3.17,1
12.7,3.2,3.22,1
10.1,7.7,3.37,1
10,1.3,3.18,1
9.8,16.3,3.49,1
10.1,6.2,3.29,1
9,4.7,3.43,1
9.4,5.8,3.28,1
9.4,5.8,3.28,1
9.2,16.95,3.03,1
10.1,5.1,3.36,1
8.6,10.2,3.06,1
11.2,3.8,3.55,1
11.2,1.3,3.17,1
9.2,16.95,3.03,1
10.6,4,3.19,1
9.3,17.1,3.01,1
8.9,14.5,3.05,1
10.6,1.2,3.42,1
10.6,6.7,3.1,1
8.8,8.4,3.09,1
11,1.3,3.59,1
10.2,8.8,3.32,1
10.1,5.1,3.36,1
10.1,10.6,3.31,1
14,2.6,3.39,1
9.4,5.8,3.28,1
11.8,2.8,3.27,1
11.4,1.6,3.44,1
10.7,6.7,3.12,1
8.6,10.2,3.06,1
11.5,4.9,3.51,1
11.2,3.8,3.55,1
12.6,2,3.3,1
12.6,1.7,3.21,1
9.3,2.4,3.04,1
12.6,2,3.3,1
12.1,1.3,3.06,1
9.9,12,3.52,1
10.7,1.6,3.28,1
10,1.4,3.26,1
10.4,2.2,3.13,1
10.5,1.4,3.29,1
9.7,8.3,3.31,1
10.5,1.4,3.29,1
9,12.9,3.28,1
9.2,12.4,3.54,1
10.1,1.6,3.17,1
11.4,1.45,3.35,1
10.8,1.6,2.93,1
10.9,1.5,2.96,1
9.2,13,3.2,1
12.9,1.95,3.12,1
12,5.85,3.23,1
9.5,1.3,3.27,1
11.8,5.3,3.06,1
9.1,1.2,3.19,1
9.7,4,3.2,1
9.1,14.35,3.17,1
10,2.3,2.99,1
10.4,4.7,3.25,1
9.5,12.85,3.44,1
12.3,5.2,3.4,1
11.7,8.4,3.42,1
9.5,3.2,3.14,1
11.5,6.9,2.99,1
10.6,1,3.14,1
10.2,7.3,3.17,1
9.5,3.2,3.14,1
10.5,1.6,3.25,1
10.5,1.5,3.26,1
8.9,7.5,3.14,1
10.6,1.1,3.03,1
9.5,1.3,3.17,1
10.8,5.7,3.2,1
9.5,7.2,3.14,1
8.9,7.6,3.13,1
8.9,7.5,3.14,1
9.4,1.3,3.31,1
10.6,1.3,3.5,1
9,4.8,3.47,1
10.5,2.1,3.42,1
9,16.85,3.16,1
9,16.85,3.16,1
9.4,4.1,3.27,1
9,16.85,3.16,1
9.6,1.3,3.29,1
9,16.85,3.16,1
10.2,7.4,3.15,1
9.4,4.1,3.27,1
10.4,0.9,3.07,1
10.4,6.3,3.52,1
9.5,0.8,3.23,1
10.6,1.4,3.22,1
11,1,3.21,1
9.6,1.3,3.29,1
9.9,4.5,3.38,1
9.6,5.4,3.14,1
12.8,1.9,3.01,1
11.4,2,3.42,1
10,12.7,3.41,1
9.1,8.6,3,1
9.4,11.1,3.36,1
10.2,2,3.46,1
9.2,2.8,2.97,1
9.4,4.5,3.23,1
9.6,5.4,3.14,1
10.1,9.1,3.12,1
11.4,2,3.42,1
10.6,2.2,3.21,1
12.8,4.1,3.18,1
8.9,11.8,3.12,1
9.3,1.2,3.09,1
11.1,2.2,3.25,1
9.9,1.4,3.13,1
9.6,1.6,3.1,1
12.8,1.9,3.01,1
10.7,5.2,3.16,1
9.2,14.45,2.96,1
9.1,14.75,3.36,1
9.6,8.3,3.33,1
9.2,14.2,3.03,1
10.7,5.2,3.16,1
9.1,14.75,3.36,1
9.2,14.45,2.96,1
10.7,6.9,3,1
10.8,1.5,3.3,1
10.8,1.5,3.3,1
9,7.8,3.1,1
10.7,1.5,3.48,1
10.7,1.5,3.48,1
9.4,1.5,3.19,1
8.8,15.55,2.94,1
9,7.8,3.1,1
11.5,1.7,3.42,1
12.5,1.5,3.23,1
10.5,1,2.96,1
9.7,6.7,3.29,1
11.3,1.6,3.23,1
10.7,1.5,3.48,1
10.8,1.2,2.74,1
10.6,7.1,3.17,1
11.7,1,3.04,1
9.2,12.1,2.94,1
11.1,7.1,3.02,1
11.7,1,3.04,1
11,1.15,3.33,1
12.5,6,3.51,1
10,1.2,3.16,1
10.6,7.1,3.17,1
12.3,2.3,3.26,1
12.7,3.4,3.14,1
12.3,2.3,3.26,1
10.5,6.5,3.1,1
12.5,1.2,3.23,1
12.4,1.15,3.2,1
8.7,13,3.06,1
12.4,4.5,3.17,1
12.6,5.85,3.16,1
11,5.2,3.38,1
10.1,1.3,3.42,1
10.5,1.7,3.03,1
12.7,3.4,3.14,1
10.9,3.6,3.17,1
13.5,2.7,3.07,1
9.7,2.2,3.19,1
9.2,1.8,3.45,1
10.6,2.1,3.4,1
13.3,6.6,2.98,1
13.5,2.7,3.07,1
10.1,5.1,3.29,1
9.4,17.55,2.92,1
10.6,5.2,3.18,1
11.3,1.1,3.25,1
10.8,1.1,3.32,1
10.4,10.7,3.15,1
10.5,5.15,3.82,1
9.3,1.1,3.13,1
9.3,1.1,3.12,1
12.2,1.8,3.29,1
9.2,1,3.08,1
10.3,1.8,3.81,1
9.4,1.4,3.33,1
10.2,6.7,3.28,1
9,6.8,3.08,1
9.3,6.8,3.06,1
9.2,7.1,3.06,1
9.4,1.5,3.32,1
9.4,1.4,3.33,1
9.5,1.45,2.92,1
9.9,1.2,3.46,1
11.1,7.4,3.46,1
12.3,4.2,2.99,1
8.6,14.6,3.21,1
9.4,10.5,3.04,1
9.4,13.8,3.07,1
8.6,14.6,3.21,1
10.9,1.1,3.21,1
9.4,5.3,3.2,1
10.9,1.1,3.21,1
9.4,13.8,3.07,1
9.2,1.5,3.22,1
8.6,14.6,3.21,1
9.4,10.5,3.04,1
10.8,4.9,3.33,1
10.5,1.9,3.29,1
12.5,1.7,3.02,1
12.1,1.8,2.99,1
8.7,10.7,3.02,1
12.7,8.8,3.07,1
12.1,1.8,2.99,1
12.5,1.7,3.02,1
11.4,1.8,3.06,1
12.9,1.6,3.02,1
12.8,1.4,3.15,1
11.2,1.6,3.38,1
9.7,1.5,3.14,1
9.7,9.2,3.04,1
10.3,1.1,3.5,1
11.6,4.3,3,1
11.6,4.2,3,1
9.7,9.2,3.04,1
10.9,5,3.32,1
12.6,6.8,3.19,1
12.4,5.2,3.3,1
11.5,4.75,2.96,1
10.2,5.9,2.93,1
11.4,7.7,3.22,1
9.6,6.4,3.3,1
10.3,8.1,3.05,1
9.3,17.35,2.95,1
10.7,1.8,3.33,1
12.8,1.8,3.13,1
9.5,1.5,2.98,1
10.4,1.6,3.02,1
10.3,1.6,3.02,1
9.9,13.5,3.46,1
10.7,3.75,3.23,1
10.5,1.3,2.94,1
9.6,1.3,3.08,1
9.3,6.2,3.15,1
10,9.7,3.1,1
11.2,2,3.04,1
10.8,1.4,3.32,1
10.3,1.1,3.54,1
8.8,6.6,3.03,1
12.8,1.5,3.04,1
13.2,4.6,3.23,1
10.1,0.9,3.54,1
11,1.7,3.44,1
10.8,1.3,3.25,1
12.8,2.3,3.2,1
9.2,6.8,3.12,1
10.5,1.5,3.12,1
11.7,1.2,3.37,1
9.5,2.1,2.85,1
9.5,2.2,2.85,1
8.8,8.8,3.4,1
9.3,17,3.15,1
12.6,1.8,3.09,1
12.4,1.2,3.21,1
10.1,2.3,3.65,1
11.2,7,3.26,1
10,6.4,3.29,1
10,6.4,3.29,1
10.8,12.15,2.99,1
10,0.8,3.27,1
10.4,2,3.04,1
10.8,12.15,2.99,1
9.8,12.4,3.51,1
12.2,1.9,3.26,1
12.7,1.1,3.39,1
12.2,6.2,3.21,1
11.9,6.3,3.15,1
11.2,7,3.26,1
10.4,0.9,2.96,1
12.8,3.9,3.29,1
12.7,3.9,3.28,1
10.1,2.3,3.65,1
10,6.4,3.29,1
9,1.8,3.43,1
11.4,1.1,2.92,1
8.9,15.4,3.32,1
9.3,6.5,3.15,1
12,2.4,3.28,1
10.8,1.4,3.36,1
10.5,5.7,3.52,1
10.6,5.7,3.59,1
11.3,1.4,3.19,1
9.5,1.4,3.22,1
11.4,1.1,2.92,1
10.1,1.2,3.33,1
10.9,0.9,3.25,1
8.9,3.8,3.15,1
8.9,15.4,3.32,1
9.3,14.15,2.9,1
10.4,1.9,3.25,1
12,9.2,3.1,1
9.5,8.2,2.87,1
9.5,8.2,2.87,1
12.4,2.7,3.14,1
11.2,1.7,3.28,1
11.4,1.7,3.15,1
11.4,1.7,3.16,1
11.1,1.6,3.35,1
10.4,0.9,3.1,1
12,8.5,3.38,1
12.3,5.7,3.54,1
9.1,3.1,3.12,1
10.5,1.3,3.24,1
11.4,1.6,3.23,1
9.5,1.3,3.77,1
13.7,4.5,3.42,1
13.4,2.8,3.28,1
11.3,1.2,3.2,1
10,0.9,3.06,1
10.1,7.4,3.49,1
12.2,1.4,3.26,1
13.4,2.8,3.28,1
9.3,4.6,3.31,1
13.7,4.5,3.42,1
12.3,1.6,3.09,1
11.3,1.2,3.2,1
8.9,13.1,3.04,1
8.9,13.1,3.04,1
11.5,5.7,3.19,1
8.9,13.1,3.04,1
9.3,12.6,3.17,1
11.1,5.4,3.3,1
10.9,2.2,3.34,1
11.6,6.6,2.9,1
10.2,6.9,3.15,1
10.5,6.8,3.01,1
11.4,3.6,2.91,1
8.9,13.1,3.04,1
10.6,1.2,3.14,1
11.6,5.9,3.31,1
11.5,5.7,3.19,1
12.3,4.1,3.25,1
10.8,7.1,3.14,1
11.3,1.4,3.29,1
9.3,0.8,3.36,1
10,1.3,3.36,1
11,15.55,3.04,1
10.2,1,3.13,1
10.8,1.6,3.07,1
10.1,11.8,3.1,1
11.6,4.5,3.27,1
9.1,1.1,3.32,1
10,10,3.06,1
10.8,7.1,3.14,1
11.4,0.9,3.25,1
12.7,1,3.05,1
11.3,1.1,3.13,1
10.4,1.1,3,1
9.6,1.5,3.3,1
10.1,1,3,1
9.6,1.5,3.3,1
12.1,2.9,3.1,1
12.2,1.2,3.07,1
11.3,1.1,3.13,1
9.6,14.2,3.17,1
9.2,17.85,2.99,1
10.4,1.1,3,1
9.5,7.1,3.23,1
8.9,7.6,3.16,1
8.8,13.6,3.03,1
10.5,1.4,3.16,1
9.4,1.2,3.08,1
12.2,5.3,3.24,1
11.3,13,3.14,1
12.2,4.45,3.25,1
12.2,1.2,3.38,1
11.2,1.2,3.23,1
11.2,1.2,3.23,1
11.5,6.6,3.2,1
11.3,13,3.14,1
9.3,1.1,3.01,1
11.3,13,3.14,1
11.8,14,3.14,1
9.2,19.8,2.99,1
9.2,11.2,3,1
12.2,1.2,3.38,1
12.2,4.45,3.25,1
12.2,2.7,3.31,1
10.6,4.5,3.24,1
12.4,3.6,3.28,1
10.8,5.4,3.56,1
11.2,1.2,3.23,1
11,1.2,3.06,1
12.7,9.1,3.16,1
10.2,0.8,3.46,1
11.5,6.6,3.2,1
12.3,3,3.13,1
9.8,1.6,3.19,1
9.3,1.1,3.01,1
11.8,14,3.14,1
11.3,13,3.14,1
11.4,1.35,3.15,1
10.8,5.9,3.21,1
9.5,3.6,2.99,1
10.2,1.3,3.46,1
10.7,8.7,3.22,1
10.8,1.2,3.05,1
11.5,4.6,2.99,1
10.7,2,3.32,1
10.2,1.3,3.46,1
10.1,1.7,3.37,1
10.4,2.4,3.62,1
9.5,3.6,2.99,1
9.1,4.6,3.14,1
10.6,1.5,2.98,1
9.4,0.9,3.3,1
9.8,19.4,3.51,1
9.5,13.3,3.18,1
9.3,17.85,2.99,1
10.3,1.1,3.55,1
11.1,1.3,3.06,1
10,9.4,3.14,1
12.3,9,3.13,1
12.4,8.65,3.14,1
12.3,9.6,3.13,1
10.4,1.1,3.41,1
12.1,1.2,3.13,1
12.5,1.8,3.16,1
13,2.1,3.22,1
11,9.3,2.99,1
10.1,1.7,3.05,1
9.2,1.2,3.13,1
12.6,4.6,3.27,1
